sample	assembler	binID	pass.MIMAG_high	pass.MIMAG_medium	pass.GUNC	GUNC.n_contigs	GUNC.n_genes_called	GUNC.n_genes_mapped	GUNC.divergence_level	GUNC.contamination_portion	GUNC.n_effective_surplus_clades	GUNC.BRS	GUNC.CSS	checkM.lineage	checkM.genome_size	checkM.GC	checkM.coding_density	checkM.N50	checkM.longest_contig	checkM.mean_contig_length	checkM.translation_table	checkM.completeness	checkM.contamination	checkM.strain_heterogeneity	BUSCO_generic.D	BUSCO_generic.S	BUSCO_generic.F	BUSCO_generic.M	BUSCO_generic.T	BUSCO_specific.lineage	BUSCO_specific.D	BUSCO_specific.S	BUSCO_specific.F	BUSCO_specific.M	BUSCO_specific.T
JAE007	metaspades	bin.14	False	True	True	399	1073	1049	kingdom	0.00	0.00	0.78	0.00	p__Bacteroidetes (UID2605)	1190960	38.60	94.62	3151	19280	2984	11	62.61	0.61	66.67	0.00	68.00	5.00	51.00	124.00	flavobacteriales_odb10	3.00	381.00	15.00	334.00	733.00
JAE007	metaspades	bin.15	True	True	True	392	2120	2061	kingdom	0.00	0.00	0.93	0.00	p__Bacteroidetes (UID2605)	2272388	41.30	89.30	7113	30592	5623	11	95.90	0.16	100.00	0.00	119.00	3.00	2.00	124.00	flavobacteriales_odb10	1.00	649.00	11.00	72.00	733.00
JAE007	metaspades	bin.16	False	True	True	234	2246	2152	genus	0.07	0.16	0.86	0.40	f__Neisseriaceae (UID3890)	2059813	54.30	84.42	13846	57189	8652	11	83.12	0.57	71.43	0.00	65.00	7.00	52.00	124.00	neisseriales_odb10	6.00	635.00	4.00	159.00	804.00
JAE007	metaspades	bin.17	False	True	True	666	1632	1471	kingdom	0.00	0.00	0.66	0.00	o__Actinomycetales (UID1530)	1378973	58.00	86.94	2118	9945	1983	11	54.33	1.32	0.00	0.00	33.00	26.00	65.00	124.00						
JAE007	metaspades	bin.18	False	True	True	677	1428	1395	kingdom	0.00	0.00	0.93	0.00	f__Porphyromonadaceae (UID2622)	1226226	48.40	90.93	1861	10806	1790	11	66.90	3.27	7.69	0.00	50.00	28.00	46.00	124.00	bacteroidales_odb10	0.00	236.00	82.00	223.00	541.00
JAE007	metaspades	bin.2	True	True	True	168	1623	1583	family	0.19	0.45	0.92	0.15	o__Lactobacillales (UID355)	1635745	38.10	88.88	13500	58646	9678	11	96.31	0.27	0.00	0.00	113.00	1.00	10.00	124.00	lactobacillales_odb10	4.00	374.00	0.00	24.00	402.00
JAE007	metaspades	bin.3	True	True	True	175	1926	1873	genus	0.07	0.15	0.91	0.33	f__Neisseriaceae (UID3890)	1808330	54.80	86.83	17569	53210	10158	11	92.11	0.11	0.00	0.00	109.00	2.00	13.00	124.00	neisseriales_odb10	0.00	737.00	6.00	61.00	804.00
JAE007	metaspades	bin.4	False	True	False	731	1450	1369	class	0.08	0.17	0.83	1.00	k__Bacteria (UID2329)	1316471	33.00	93.91	1828	9076	1783	11	64.23	5.78	42.86	0.00	56.00	17.00	51.00	124.00	fusobacteriales_odb10	2.00	229.00	45.00	234.00	510.00
JAE007	metaspades	bin.5	True	True	True	37	2284	2198	kingdom	0.00	0.00	0.89	0.00	o__Burkholderiales (UID4000)	2646119	64.10	83.01	101029	192244	52896	11	96.22	0.00	0.00	0.00	113.00	5.00	6.00	124.00	burkholderiales_odb10	2.00	626.00	6.00	54.00	688.00
JAE007	metaspades	bin.6	True	True	True	149	2184	2107	genus	0.04	0.08	0.89	0.29	f__Neisseriaceae (UID3890)	2116117	56.10	83.78	22548	69539	13919	11	91.50	0.30	80.00	0.00	97.00	3.00	24.00	124.00	neisseriales_odb10	5.00	708.00	5.00	86.00	804.00
JAE007	metaspades	bin.7	True	True	True	246	2128	2065	kingdom	0.00	0.00	0.91	0.00	o__Actinomycetales (UID1530)	2313897	54.10	85.98	16529	69397	9216	11	95.04	0.22	0.00	1.00	110.00	5.00	8.00	124.00	micrococcales_odb10	0.00	445.00	26.00	66.00	537.00
JAE007	metaspades	bin.8	False	True	False	662	1416	1357	phylum	0.02	0.04	0.74	0.82	k__Bacteria (UID2569)	1502324	45.10	92.87	2529	11446	2248	11	82.49	1.34	66.67	1.00	82.00	17.00	24.00	124.00	bacteroidetes_odb10	0.00	281.00	30.00	91.00	402.00
JAE007	metaspades	bin.9	True	True	True	29	2556	2508	kingdom	0.00	0.00	0.93	0.00	p__Proteobacteria (UID3887)	3131682	65.40	87.64	212626	309054	89465	11	98.05	0.00	0.00	0.00	123.00	1.00	0.00	124.00	burkholderiales_odb10	0.00	647.00	10.00	31.00	688.00
JAE010	metaspades	bin.1	False	True	True	335	1527	1494	kingdom	0.00	0.00	0.92	0.00	k__Bacteria (UID203)	1403722	42.20	90.69	4881	17706	4114	11	68.00	5.17	100.00	0.00	61.00	14.00	49.00	124.00						
JAE010	metaspades	bin.10	True	True	True	47	2648	2584	class	0.02	0.05	0.91	0.27	p__Proteobacteria (UID3887)	3187474	65.50	87.90	164049	309025	65046	11	98.05	0.00	0.00	0.00	124.00	0.00	0.00	124.00	burkholderiales_odb10	0.00	645.00	11.00	32.00	688.00
JAE010	metaspades	bin.11	True	True	True	163	2492	2378	kingdom	0.00	0.00	0.91	0.00	o__Actinomycetales (UID1812)	2689650	57.20	87.02	32414	91199	15911	11	93.18	0.44	100.00	0.00	108.00	2.00	14.00	124.00	corynebacteriales_odb10	1.00	662.00	15.00	65.00	743.00
JAE010	metaspades	bin.12	False	True	True	416	1885	1839	kingdom	0.00	0.00	0.94	0.00	f__Neisseriaceae (UID3890)	1737760	61.00	82.68	4804	16805	4157	11	78.55	1.41	57.14	0.00	63.00	10.00	51.00	124.00						
JAE010	metaspades	bin.13	False	True	False	928	2532	2217	order	0.32	1.02	0.44	0.72	k__Bacteria (UID209)	2109969	64.60	88.45	2537	12779	2225	11	85.41	0.15	100.00	0.00	74.00	24.00	26.00	124.00	synergistetes_odb10	2.00	359.00	37.00	257.00	655.00
JAE010	metaspades	bin.14	False	True	True	190	1363	1316	kingdom	0.00	0.00	0.90	0.00	o__Actinomycetales (UID1530)	1461596	55.30	85.75	11509	77368	7302	11	53.32	2.21	50.00	1.00	57.00	6.00	60.00	124.00						
JAE010	metaspades	bin.15	True	True	True	36	1302	1169	phylum	0.03	0.07	0.58	0.13	p__Euryarchaeota (UID3)	1366252	62.50	88.82	55523	142965	37951	11	92.74	2.02	0.00						archaea_odb10	0.00	178.00	3.00	13.00	194.00
JAE010	metaspades	bin.15	True	True	True	36	1302	1169	phylum	0.03	0.07	0.58	0.13	p__Euryarchaeota (UID3)	1366252	62.50	88.82	55523	142965	37951	11	92.74	2.02	0.00						thermoplasmata_odb10	0.00	312.00	2.00	26.00	340.00
JAE010	metaspades	bin.16	False	True	True	483	1518	1438	family	0.37	1.34	0.56	0.32	o__Clostridiales (UID1120)	1429821	50.30	92.93	3370	10632	2929	11	89.16	2.88	33.33	0.00	95.00	16.00	13.00	124.00	clostridiales_odb10	2.00	190.00	41.00	31.00	264.00
JAE010	metaspades	bin.17	False	True	True	697	2363	2277	kingdom	0.00	0.00	0.91	0.00	f__Neisseriaceae (UID3890)	2318303	51.90	83.58	4111	28378	3316	11	87.50	1.02	87.50	0.00	79.00	12.00	33.00	124.00	neisseriales_odb10	1.00	652.00	24.00	127.00	804.00
JAE010	metaspades	bin.18	True	True	True	28	2070	2031	genus	0.15	0.35	0.88	0.02	f__Actinomycetaceae (UID1531)	2396729	65.50	89.12	134689	604854	68457	11	100.00	0.47	0.00	0.00	124.00	0.00	0.00	124.00	actinobacteria_class_odb10	0.00	336.00	4.00	16.00	356.00
JAE010	metaspades	bin.19	False	True	True	432	1729	1688	kingdom	0.00	0.00	0.93	0.00	o__Lactobacillales (UID544)	1594597	40.80	89.79	4860	15467	3622	11	68.26	1.81	80.00	6.00	68.00	8.00	42.00	124.00	lactobacillales_odb10	13.00	241.00	17.00	131.00	402.00
JAE010	metaspades	bin.2	True	True	True	43	2321	2218	class	0.02	0.05	0.88	0.11	o__Burkholderiales (UID4000)	2661913	64.10	82.70	109447	270977	57861	11	98.53	0.70	0.00	0.00	114.00	5.00	5.00	124.00	burkholderiales_odb10	2.00	636.00	5.00	45.00	688.00
JAE010	metaspades	bin.20	True	True	True	218	2089	2002	genus	0.03	0.07	0.87	0.09	f__Neisseriaceae (UID3890)	2035626	54.90	82.80	12249	41198	9251	11	93.37	0.23	100.00	0.00	92.00	3.00	29.00	124.00	neisseriales_odb10	1.00	704.00	14.00	85.00	804.00
JAE010	metaspades	bin.21	False	True	False	707	1824	1731	genus	0.04	0.09	0.84	0.93	o__Lactobacillales (UID355)	1473629	47.50	92.09	2169	8739	2055	11	71.25	3.07	58.33	1.00	66.00	16.00	41.00	124.00	lactobacillales_odb10	1.00	210.00	50.00	141.00	402.00
JAE010	metaspades	bin.23	False	True	True	66	1252	1194	kingdom	0.00	0.00	0.71	0.00	o__Actinomycetales (UID1530)	1458921	57.40	86.88	29828	67946	22104	11	72.98	0.00	0.00	0.00	78.00	3.00	43.00	124.00	micrococcales_odb10	0.00	355.00	5.00	177.00	537.00
JAE010	metaspades	bin.24	False	True	True	662	2745	2662	kingdom	0.00	0.00	0.92	0.00	k__Bacteria (UID203)	2713670	67.90	86.80	4854	37107	4030	11	51.04	0.00	0.00	0.00	46.00	16.00	62.00	124.00						
JAE010	metaspades	bin.25	False	True	True	767	2695	2477	phylum	0.03	0.06	0.58	0.35	o__Actinomycetales (UID1530)	2373397	66.00	90.07	3746	18067	2970	11	89.99	1.72	50.00	0.00	77.00	24.00	23.00	124.00	propionibacteriales_odb10	2.00	428.00	65.00	154.00	649.00
JAE010	metaspades	bin.26	False	True	True	646	2329	2279	kingdom	0.00	0.00	0.91	0.00	k__Bacteria (UID203)	2417886	74.10	88.25	3932	34111	3513	11	59.52	0.00	0.00	0.00	58.00	11.00	55.00	124.00						
JAE010	metaspades	bin.27	False	True	False	378	1482	1462	class	0.02	0.04	0.85	0.91	k__Bacteria (UID203)	1375497	39.90	91.92	3970	27521	3561	11	71.05	6.95	7.41	17.00	79.00	11.00	17.00	124.00	pasteurellales_odb10	0.00	723.00	33.00	344.00	1100.00
JAE010	metaspades	bin.3	False	True	True	837	2275	2224	kingdom	0.00	0.00	0.92	0.00	p__Bacteroidetes (UID2605)	2420697	39.70	93.38	3345	14044	2881	11	85.31	0.54	80.00	2.00	101.00	4.00	17.00	124.00	flavobacteriales_odb10	5.00	576.00	22.00	130.00	733.00
JAE010	metaspades	bin.4	False	True	True	368	1154	1110	family	0.18	0.42	0.90	0.16	o__Lactobacillales (UID355)	1110914	39.00	91.16	3113	12202	2962	11	67.30	0.31	0.00	1.00	77.00	1.00	45.00	124.00	lactobacillales_odb10	1.00	239.00	17.00	145.00	402.00
JAE010	metaspades	bin.5	False	True	True	76	731	634	phylum	0.07	0.15	0.53	0.19	k__Bacteria (UID1452)	722632	48.70	92.13	11608	44576	9261	11	59.04	0.93	0.00	0.00	76.00	10.00	38.00	124.00						
JAE010	metaspades	bin.6	False	True	True	910	2735	2517	family	0.05	0.11	0.76	0.33	p__Actinobacteria (UID2112)	2359308	61.70	84.60	2997	18158	2569	11	74.55	1.68	40.00	1.00	62.00	23.00	38.00	124.00						
JAE010	metaspades	bin.7	False	True	True	504	1947	1887	kingdom	0.00	0.00	0.91	0.00	f__Actinomycetaceae (UID1531)	2034515	69.70	87.15	4147	54432	3193	11	74.93	0.91	37.50	1.00	67.00	17.00	39.00	124.00	actinobacteria_class_odb10	1.00	222.00	37.00	96.00	356.00
JAE010	metaspades	bin.8	True	True	False	189	2857	2776	family	0.03	0.06	0.89	0.47	o__Actinomycetales (UID1697)	3098237	66.80	89.89	29522	212201	13108	11	96.25	1.75	0.00	0.00	123.00	1.00	0.00	124.00	propionibacteriales_odb10	1.00	619.00	8.00	21.00	649.00
JAE010	metaspades	bin.9	False	True	True	661	1671	1640	kingdom	0.00	0.00	0.94	0.00	p__Bacteroidetes (UID2605)	1821856	42.20	93.32	3152	13916	2743	11	85.67	0.95	50.00	0.00	80.00	5.00	39.00	124.00	flavobacteriales_odb10	2.00	547.00	22.00	162.00	733.00
VLC009	metaspades	bin.1	False	True	True	118	614	512	genus	0.43	0.96	0.49	0.28	k__Bacteria (UID2495)	549841	47.80	89.94	5008	15913	4122	11	51.31	5.62	40.00	2.00	39.00	17.00	66.00	124.00						
VLC009	metaspades	bin.10	True	True	True	118	2204	2130	class	0.04	0.09	0.88	0.18	c__Gammaproteobacteria (UID4201)	2294920	60.10	90.01	31829	94859	18353	11	92.94	0.00	0.00	0.00	83.00	5.00	36.00	124.00						
VLC009	metaspades	bin.11	False	True	True	685	2932	2833	kingdom	0.00	0.00	0.84	0.00	f__Actinomycetaceae (UID1531)	2930863	72.00	87.42	4810	25641	3964	11	63.67	3.54	34.48	12.00	57.00	14.00	41.00	124.00	actinobacteria_class_odb10	12.00	207.00	33.00	104.00	356.00
VLC009	metaspades	bin.12	False	True	True	427	1950	1840	kingdom	0.00	0.00	0.72	0.00	o__Actinomycetales (UID1530)	1935745	57.90	86.38	5417	28815	4427	11	76.30	3.86	66.67	0.00	80.00	8.00	36.00	124.00	micrococcales_odb10	8.00	326.00	39.00	164.00	537.00
VLC009	metaspades	bin.13	True	True	True	392	2090	1867	order	0.18	0.43	0.41	0.39	k__Bacteria (UID209)	2071704	64.60	88.78	6203	19892	4820	11	91.53	1.69	100.00	0.00	96.00	13.00	15.00	124.00	synergistetes_odb10	1.00	479.00	21.00	154.00	655.00
VLC009	metaspades	bin.14	False	True	True	489	1991	1938	kingdom	0.00	0.00	0.94	0.00	f__Neisseriaceae (UID3890)	1944626	51.40	83.80	4542	33365	3726	11	82.51	2.16	84.62	1.00	92.00	12.00	19.00	124.00	neisseriales_odb10	5.00	628.00	33.00	138.00	804.00
VLC009	metaspades	bin.15	False	True	True	440	2989	2876	kingdom	0.00	0.00	0.84	0.00	f__Actinomycetaceae (UID1531)	3075657	68.50	86.75	11699	39866	6910	11	79.49	3.51	45.45	0.00	58.00	14.00	52.00	124.00						
VLC009	metaspades	bin.16	True	True	True	130	2110	2021	class	0.04	0.08	0.69	0.09	f__Neisseriaceae (UID3890)	2106319	59.60	85.03	22689	59215	15483	11	95.18	0.67	71.43	0.00	94.00	5.00	25.00	124.00	neisseriales_odb10	4.00	733.00	12.00	55.00	804.00
VLC009	metaspades	bin.17	False	True	False	414	1511	1474	genus	0.04	0.08	0.90	0.64	f__Neisseriaceae (UID3890)	1268911	55.50	85.05	3126	14067	2990	11	55.93	3.01	40.00	0.00	51.00	11.00	62.00	124.00	neisseriales_odb10	11.00	395.00	35.00	363.00	804.00
VLC009	metaspades	bin.18	True	True	True	50	2558	2465	kingdom	0.00	0.00	0.92	0.00	o__Actinomycetales (UID1812)	2867478	57.20	87.00	106257	228634	44091	11	99.89	0.00	0.00	0.00	123.00	1.00	0.00	124.00	corynebacteriales_odb10	1.00	719.00	8.00	15.00	743.00
VLC009	metaspades	bin.19	False	True	True	399	1769	1725	genus	0.19	0.45	0.89	0.41	f__Actinomycetaceae (UID1531)	1719590	66.20	90.12	4972	18991	4265	11	71.81	4.02	23.53	0.00	50.00	15.00	59.00	124.00						
VLC009	metaspades	bin.2	True	True	True	77	2560	2517	kingdom	0.00	0.00	0.93	0.00	p__Proteobacteria (UID3887)	3083860	65.60	87.62	59074	211558	31771	11	97.63	0.62	0.00	0.00	119.00	1.00	4.00	124.00	burkholderiales_odb10	1.00	627.00	16.00	44.00	688.00
VLC009	metaspades	bin.20	False	True	True	631	1499	1462	kingdom	0.00	0.00	0.93	0.00	p__Bacteroidetes (UID2605)	1387157	41.10	92.54	2423	12910	2187	11	50.80	8.05	62.86	12.00	55.00	5.00	52.00	124.00	flavobacteriales_odb10	75.00	265.00	23.00	370.00	733.00
VLC009	metaspades	bin.21	False	True	True	310	1135	1120	genus	0.55	1.76	0.82	0.18	f__Pasteurellaceae (UID4932)	957067	39.70	89.30	3005	17425	2755	11	52.76	1.79	55.56	6.00	68.00	11.00	39.00	124.00	pasteurellales_odb10	8.00	475.00	40.00	577.00	1100.00
VLC009	metaspades	bin.22	True	True	False	1379	8316	8017	genus	0.08	0.17	0.82	0.46	g__Burkholderia (UID4006)	8026444	66.20	86.66	7442	69564	5803	11	94.06	2.42	46.15	2.00	105.00	13.00	4.00	124.00	burkholderiales_odb10	1.00	592.00	56.00	39.00	688.00
VLC009	metaspades	bin.23	False	True	True	57	832	716	class	0.04	0.08	0.50	0.25	k__Bacteria (UID1452)	804595	46.60	90.96	25357	61160	13404	11	61.27	2.08	0.00	0.00	82.00	6.00	36.00	124.00						
VLC009	metaspades	bin.24	False	True	True	716	2348	2296	kingdom	0.00	0.00	0.92	0.00	p__Bacteroidetes (UID2605)	2491184	39.60	92.60	4341	24623	3430	11	85.15	1.43	60.00	1.00	83.00	6.00	34.00	124.00	flavobacteriales_odb10	5.00	550.00	30.00	148.00	733.00
VLC009	metaspades	bin.25	True	True	True	966	2759	2629	kingdom	0.00	0.00	0.91	0.00	g__Prevotella (UID2724)	2994273	47.50	83.56	3567	19397	2892	11	90.21	2.50	62.50	1.00	101.00	14.00	8.00	124.00	bacteroidales_odb10	0.00	447.00	53.00	41.00	541.00
VLC009	metaspades	bin.26	False	True	True	244	1964	1921	kingdom	0.00	0.00	0.93	0.00	o__Lactobacillales (UID544)	1900336	43.80	89.24	10695	41199	6950	11	83.71	0.56	100.00	0.00	81.00	10.00	33.00	124.00	lactobacillales_odb10	0.00	317.00	16.00	69.00	402.00
VLC009	metaspades	bin.27	False	True	True	335	1770	1705	genus	0.03	0.06	0.90	0.16	k__Bacteria (UID203)	1564776	57.00	84.18	4958	55631	4173	11	64.66	0.00	0.00	0.00	49.00	15.00	60.00	124.00						
VLC009	metaspades	bin.28	False	True	True	480	1743	1715	kingdom	0.00	0.00	0.95	0.00	k__Bacteria (UID203)	1507263	58.20	91.35	3410	14309	3133	11	63.53	1.72	0.00	0.00	51.00	19.00	54.00	124.00						
VLC009	metaspades	bin.29	False	True	False	504	2016	1972	family	0.03	0.07	0.94	0.97	o__Bacteroidales (UID2621)	2245647	49.00	92.33	5332	17462	4446	11	87.30	1.35	0.00	1.00	96.00	7.00	20.00	124.00	bacteroidales_odb10	8.00	439.00	28.00	66.00	541.00
VLC009	metaspades	bin.3	True	True	True	262	2914	2810	family	0.03	0.06	0.86	0.42	o__Actinomycetales (UID1697)	3115421	66.50	89.64	16470	132579	9222	11	92.54	1.27	25.00	0.00	116.00	2.00	6.00	124.00	propionibacteriales_odb10	1.00	588.00	14.00	46.00	649.00
VLC009	metaspades	bin.30	True	True	True	311	2465	2310	family	0.03	0.05	0.76	0.18	p__Actinobacteria (UID2112)	2583591	61.70	84.03	11486	62862	6947	11	93.55	2.16	25.00	1.00	99.00	12.00	12.00	124.00	coriobacteriales_odb10	1.00	465.00	20.00	62.00	548.00
VLC009	metaspades	bin.31	False	True	True	845	2351	2283	kingdom	0.00	0.00	0.93	0.00	f__Actinomycetaceae (UID1531)	2290184	74.20	89.48	2900	24130	2524	11	64.72	2.83	44.44	0.00	61.00	20.00	43.00	124.00	actinobacteria_class_odb10	0.00	197.00	39.00	120.00	356.00
VLC009	metaspades	bin.32	True	True	True	578	1642	1577	class	0.04	0.09	0.89	0.19	k__Bacteria (UID2569)	1801404	44.20	90.84	3757	12137	3100	11	90.50	0.54	0.00	1.00	106.00	6.00	11.00	124.00	bacteroidetes_odb10	1.00	348.00	3.00	50.00	402.00
VLC009	metaspades	bin.33	False	True	True	301	1932	1870	genus	0.15	0.35	0.83	0.25	f__Actinomycetaceae (UID1531)	2132435	71.50	87.38	6413	29528	4848	11	82.36	1.74	60.00	1.00	88.00	14.00	21.00	124.00	actinobacteria_class_odb10	0.00	275.00	17.00	64.00	356.00
VLC009	metaspades	bin.34	False	True	True	534	1049	981	genus	0.48	2.08	0.58	0.14	k__Bacteria (UID2565)	916810	38.20	95.19	1687	7456	1696	11	61.61	0.00	0.00	0.00	63.00	14.00	47.00	124.00	flavobacteriales_odb10	2.00	274.00	69.00	388.00	733.00
VLC009	metaspades	bin.4	False	True	True	348	2181	2090	order	0.02	0.05	0.69	0.01	k__Bacteria (UID203)	2242009	72.00	89.98	8447	29724	6242	11	60.58	4.39	66.67	1.00	53.00	21.00	49.00	124.00	actinobacteria_class_odb10	3.00	202.00	28.00	123.00	356.00
VLC009	metaspades	bin.5	False	True	True	74	601	535	phylum	0.05	0.11	0.60	0.23	k__Bacteria (UID1452)	558079	48.30	93.17	8827	32383	7439	11	50.67	0.00	0.00	0.00	40.00	12.00	72.00	124.00						
VLC009	metaspades	bin.6	False	True	False	636	2325	2095	order	0.03	0.07	0.60	0.49	k__Bacteria (UID203)	2534305	71.90	84.81	3537	21637	2986	11	64.67	0.00	0.00	0.00	60.00	11.00	53.00	124.00						
VLC009	metaspades	bin.7	False	True	True	647	1916	1850	kingdom	0.00	0.00	0.91	0.00	k__Bacteria (UID203)	1524436	61.80	82.65	2723	9891	2352	11	51.02	6.03	25.00	1.00	38.00	22.00	63.00	124.00						
VLC009	metaspades	bin.8	False	True	True	475	1724	1666	kingdom	0.00	0.00	0.93	0.00	f__Porphyromonadaceae (UID2622)	1806460	51.20	86.10	4884	19231	3730	11	88.92	2.40	66.67	0.00	103.00	11.00	10.00	124.00	bacteroidales_odb10	1.00	439.00	50.00	51.00	541.00
VLC009	metaspades	bin.9	True	True	True	103	2383	2277	class	0.02	0.05	0.87	0.05	o__Burkholderiales (UID4000)	2709052	64.00	83.01	49091	130117	24621	11	98.06	0.00	0.00	0.00	114.00	5.00	5.00	124.00	burkholderiales_odb10	2.00	629.00	10.00	47.00	688.00
JAE013	metaspades	bin.1	False	True	True	466	1668	1621	kingdom	0.00	0.00	0.92	0.00	o__Lactobacillales (UID355)	1462841	47.70	89.85	3381	37618	2924	11	74.08	4.08	100.00	1.00	81.00	12.00	30.00	124.00	lactobacillales_odb10	4.00	256.00	37.00	105.00	402.00
JAE013	metaspades	bin.10	False	True	True	249	2080	2008	genus	0.04	0.08	0.88	0.28	f__Neisseriaceae (UID3890)	1917911	54.70	85.08	10599	44076	7579	11	82.73	0.45	0.00	0.00	64.00	8.00	52.00	124.00	neisseriales_odb10	1.00	633.00	9.00	161.00	804.00
JAE013	metaspades	bin.11	True	True	True	59	2226	2153	kingdom	0.00	0.00	0.90	0.00	o__Burkholderiales (UID4000)	2614252	64.30	82.98	78124	184662	40839	11	98.50	0.00	0.00	0.00	113.00	5.00	6.00	124.00	burkholderiales_odb10	1.00	634.00	5.00	48.00	688.00
JAE013	metaspades	bin.12	True	True	True	161	1926	1892	genus	0.06	0.14	0.92	0.23	f__Neisseriaceae (UID3890)	1830646	55.00	87.31	17559	64976	11092	11	93.38	0.50	33.33	0.00	107.00	1.00	16.00	124.00	neisseriales_odb10	3.00	733.00	2.00	66.00	804.00
JAE013	metaspades	bin.13	False	True	True	282	2233	2152	genus	0.05	0.10	0.89	0.29	f__Neisseriaceae (UID3890)	2139134	57.00	82.21	11717	53458	7425	11	89.60	1.66	76.92	2.00	86.00	6.00	30.00	124.00	neisseriales_odb10	5.00	677.00	18.00	104.00	804.00
JAE013	metaspades	bin.14	False	True	False	648	1880	1796	class	0.08	0.18	0.88	1.00	o__Lactobacillales (UID544)	1610419	45.00	89.70	2558	31715	2342	11	56.18	6.02	64.29	6.00	72.00	12.00	34.00	124.00						
JAE013	metaspades	bin.15	False	True	True	593	2116	2044	genus	0.05	0.10	0.89	0.34	k__Bacteria (UID203)	1899328	61.10	82.61	3982	17887	3154	11	63.56	2.59	100.00	0.00	52.00	18.00	54.00	124.00						
JAE013	metaspades	bin.16	False	True	True	617	2962	2875	kingdom	0.00	0.00	0.93	0.00	o__Actinomycetales (UID1697)	2794887	66.60	90.71	5350	20851	4443	11	86.69	4.28	27.27	1.00	92.00	18.00	13.00	124.00	propionibacteriales_odb10	1.00	493.00	36.00	119.00	649.00
JAE013	metaspades	bin.17	True	True	True	453	2257	2209	kingdom	0.00	0.00	0.94	0.00	f__Neisseriaceae (UID3890)	2221774	51.80	84.13	7726	51316	4860	11	91.01	1.47	100.00	0.00	103.00	6.00	15.00	124.00	neisseriales_odb10	1.00	687.00	32.00	84.00	804.00
JAE013	metaspades	bin.18	True	True	True	183	2091	1984	kingdom	0.00	0.00	0.72	0.00	o__Actinomycetales (UID1530)	2356676	57.70	86.38	18518	69762	12600	11	94.26	1.32	100.00	0.00	109.00	5.00	10.00	124.00	micrococcales_odb10	3.00	454.00	12.00	68.00	537.00
JAE013	metaspades	bin.19	True	True	True	520	1850	1813	genus	0.54	1.74	0.79	0.23	k__Bacteria (UID203)	1752061	40.10	92.63	4303	16488	3362	11	91.23	2.39	6.25	11.00	100.00	5.00	8.00	124.00	pasteurellales_odb10	0.00	936.00	31.00	133.00	1100.00
JAE013	metaspades	bin.2	False	True	True	402	1252	1235	kingdom	0.00	0.00	0.93	0.00	p__Bacteroidetes (UID2605)	1421480	41.50	94.34	3729	19601	3518	11	71.11	0.57	100.00	4.00	73.00	4.00	43.00	124.00	flavobacteriales_odb10	5.00	435.00	13.00	280.00	733.00
JAE013	metaspades	bin.20	False	True	True	389	1446	1418	kingdom	0.00	0.00	0.90	0.00	k__Bacteria (UID203)	1297248	41.60	91.23	3492	30552	3308	11	51.33	3.45	100.00	1.00	39.00	15.00	69.00	124.00						
JAE013	metaspades	bin.3	False	True	True	459	2843	2758	kingdom	0.00	0.00	0.86	0.00	f__Actinomycetaceae (UID1531)	2901837	68.40	87.19	8428	37711	6239	11	83.11	3.83	23.08	1.00	69.00	12.00	42.00	124.00	actinobacteria_class_odb10	0.00	241.00	37.00	78.00	356.00
JAE013	metaspades	bin.4	False	True	True	649	2363	2316	kingdom	0.00	0.00	0.93	0.00	f__Actinomycetaceae (UID1531)	2220218	68.80	87.89	3875	11950	3348	11	59.90	1.01	0.00	0.00	41.00	22.00	61.00	124.00						
JAE013	metaspades	bin.5	True	True	True	15	2523	2493	kingdom	0.00	0.00	0.95	0.00	p__Proteobacteria (UID3887)	3095867	65.60	87.79	481778	598774	134568	11	98.66	0.00	0.00	0.00	124.00	0.00	0.00	124.00	burkholderiales_odb10	0.00	647.00	10.00	31.00	688.00
JAE013	metaspades	bin.6	False	True	True	773	2127	2073	kingdom	0.00	0.00	0.91	0.00	p__Bacteroidetes (UID2605)	2356774	40.20	94.07	3468	16678	3036	11	73.37	2.68	54.55	5.00	61.00	4.00	54.00	124.00	flavobacteriales_odb10	26.00	439.00	14.00	254.00	733.00
JAE013	metaspades	bin.7	False	True	True	450	2200	2135	order	0.02	0.04	0.88	0.37	k__Bacteria (UID203)	2049885	60.60	90.70	5497	15629	4495	11	74.14	1.72	0.00	0.00	70.00	9.00	45.00	124.00						
JAE013	metaspades	bin.8	False	True	True	279	791	546	genus	0.10	0.24	0.23	0.45	k__Bacteria (UID1453)	659905	38.00	94.14	2472	12696	2206	4	55.94	0.00	0.00	0.00	45.00	18.00	61.00	124.00						
JAE013	metaspades	bin.9	False	True	True	510	1731	1676	kingdom	0.00	0.00	0.87	0.00	p__Bacteroidetes (UID2605)	1852181	41.40	93.01	4010	14007	3624	11	78.60	0.63	100.00	1.00	88.00	5.00	30.00	124.00	flavobacteriales_odb10	2.00	534.00	13.00	184.00	733.00
OAK002	megahit	bin.2	False	True	True	741	1794	1627	kingdom	0.00	0.00	0.68	0.00	o__Actinomycetales (UID1530)	1456065	56.90	85.90	2065	7613	1918	11	60.57	0.22	100.00	0.00	71.00	24.00	29.00	124.00	micrococcales_odb10	0.00	247.00	71.00	219.00	537.00
