binID	sample	metaWRAP_binID	pass.MIMAG_medium	pass.MIMAG_high	pass.GUNC	pass.Polyrate	GUNC.n_contigs	GUNC.divergence_level	GUNC.contamination_portion	GUNC.n_effective_surplus_clades	checkM.genome_size	checkM.GC	checkM.coding_density	checkM.N50_contigs	checkM.lineage	checkM.completeness	checkM.contamination	checkM.strain_heterogeneity	meanCov	breadth	polyrate
JAE014_016	JAE014	bin.16	True	False	True	True	89	class	0.03	0.05	609679	47.5	91.86	8983	k__Bacteria (UID1452)	52.47	0.93	0.0	18.7784	0.9994	0.0022
JAE014_017	JAE014	bin.17	True	False	True	False	402	kingdom	0.0	0.0	1871798	56.8	90.63	5146	k__Bacteria (UID1452)	68.88	1.97	33.33	36.7351	0.9987	0.0085
JAE014_018	JAE014	bin.18	True	True	True	True	56	family	0.02	0.04	2636960	71.8	90.05	78528	f__Actinomycetaceae (UID1531)	96.66	0.95	0.0	103.6033	0.9996	0.0011
JAE014_019	JAE014	bin.19	True	False	True	False	500	kingdom	0.0	0.0	1767656	49.3	93.43	3988	o__Bacteroidales (UID2621)	72.23	1.55	50.0	11.0251	0.9981	0.0058
JAE014_020	JAE014	bin.20	True	False	True	True	300	kingdom	0.0	0.0	821147	39.8	93.36	2815	o__Clostridiales (UID1120)	64.91	1.42	100.0	8.3856	0.9977	0.0021
JAE014_021	JAE014	bin.21	True	True	True	True	93	genus	0.03	0.07	2308272	60.3	90.86	36878	c__Deltaproteobacteria (UID3218)	98.82	0.0	0.0	14.4482	0.9995	0.0003
JAE014_022	JAE014	bin.22	False	False	True	True	28	genus	0.14	0.33	286673	64.7	80.15	10826	root (UID1)	0.0	0.0	0.0	41.3182	0.9989	0.0032
JAE014_023	JAE014	bin.23	True	True	True	True	155	kingdom	0.0	0.0	2152808	48.3	89.77	14859	o__Bacteroidales (UID2657)	93.77	0.37	0.0	68.8231	0.9981	0.0021
JAE014_024	JAE014	bin.24	True	True	True	True	104	kingdom	0.0	0.0	2843593	57.4	87.57	42518	o__Actinomycetales (UID1812)	99.67	0.82	0.0	17.0845	0.9992	0.0001
JAE014_025	JAE014	bin.25	True	False	True	False	618	kingdom	0.0	0.0	1394576	58.0	86.9	2471	o__Actinomycetales (UID1530)	64.61	1.66	66.67	8.4233	0.9963	0.0057
JAE014_026	JAE014	bin.26	True	False	True	True	471	genus	0.47	2.05	2199454	48.1	90.88	5498	k__Bacteria (UID2569)	84.39	0.72	66.67	8.3086	0.9986	0.0001
JAE014_027	JAE014	bin.27	True	True	True	True	139	family	0.02	0.05	2420750	61.5	84.0	23252	p__Actinobacteria (UID2112)	95.56	0.81	0.0	44.2672	0.9991	0.0039
JAE014_028	JAE014	bin.28	True	True	True	True	83	genus	0.23	0.63	1598770	46.4	88.91	29742	o__Clostridiales (UID1120)	93.14	0.71	0.0	23.8589	0.9998	0.0003
JAE014_029	JAE014	bin.29	True	True	True	True	153	genus	0.03	0.05	2540845	58.8	88.85	24029	c__Gammaproteobacteria (UID4201)	97.05	0.0	0.0	21.3875	0.9988	0.0009
JAE014_030	JAE014	bin.30	True	True	True	True	138	genus	0.16	0.38	2320659	61.3	88.45	24394	c__Deltaproteobacteria (UID3217)	98.21	0.03	100.0	14.3223	0.9995	0.0003
JAE014_031	JAE014	bin.31	True	True	True	True	166	family	0.36	1.21	2681252	58.2	91.83	21172	p__Bacteroidetes (UID2605)	94.92	0.0	0.0	15.5979	0.9992	0.0002
JAE014_032	JAE014	bin.32	True	False	True	False	322	order	0.14	0.33	1384645	64.7	89.74	4974	k__Bacteria (UID209)	74.04	0.85	100.0	72.549	0.9995	0.012
JAE014_033	JAE014	bin.33	True	False	True	True	529	kingdom	0.0	0.0	1070384	50.3	91.59	2127	f__Porphyromonadaceae (UID2622)	65.64	2.38	27.27	6.6566	0.9962	0.0005
JAE014_035	JAE014	bin.35	True	False	True	True	363	kingdom	0.0	0.0	627659	47.8	93.29	1708	o__Clostridiales (UID1120)	51.95	0.24	100.0	5.8367	0.9961	0.0024
JAE015_001	JAE015	bin.1	True	False	True	False	657	kingdom	0.0	0.0	1205486	43.8	92.97	1842	f__Pasteurellaceae (UID4932)	65.76	2.48	50.0	9.5151	0.9971	0.0087
JAE015_002	JAE015	bin.2	True	False	True	False	417	family	0.61	2.38	840107	44.0	92.57	2114	o__Clostridiales (UID1120)	65.09	2.29	71.43	15.4847	0.9987	0.0057
JAE015_003	JAE015	bin.3	True	False	True	True	815	family	0.33	1.06	1840168	59.3	93.89	2480	p__Bacteroidetes (UID2605)	61.96	0.71	100.0	6.5236	0.9969	0.0003
JAE015_004	JAE015	bin.4	True	True	True	True	95	genus	0.21	0.56	1600712	46.5	88.88	23181	o__Clostridiales (UID1120)	93.14	0.35	0.0	50.9604	0.9999	0.0002
JAE015_005	JAE015	bin.5	True	True	False	True	166	family	0.03	0.06	2156017	52.8	88.74	20397	o__Clostridiales (UID1120)	98.47	0.23	100.0	40.6465	0.9997	0.0
JAE015_006	JAE015	bin.6	True	True	True	True	587	genus	0.03	0.05	2908060	66.7	89.96	6495	o__Actinomycetales (UID1697)	90.92	3.09	30.0	9.2013	0.9976	0.0006
JAE015_007	JAE015	bin.7	True	True	True	True	324	genus	0.46	2.01	2364246	48.0	90.76	9917	k__Bacteria (UID2569)	92.2	0.0	0.0	13.9744	0.9993	0.0001
JAE015_008	JAE015	bin.8	True	False	True	False	682	kingdom	0.0	0.0	1731278	48.7	94.22	2942	f__Spirochaetaceae (UID2535)	81.85	1.51	40.0	14.0294	0.9984	0.0106
JAE015_009	JAE015	bin.9	True	False	True	False	476	kingdom	0.0	0.0	866824	37.1	89.33	1875	o__Clostridiales (UID1120)	57.19	0.35	0.0	12.0192	0.9982	0.0054
JAE015_011	JAE015	bin.11	True	False	True	True	465	kingdom	0.0	0.0	1657190	49.8	89.46	4171	f__Porphyromonadaceae (UID2622)	86.19	1.26	50.0	9.2938	0.9978	0.0003
JAE015_012	JAE015	bin.12	True	True	True	True	77	kingdom	0.0	0.0	2694979	55.7	90.8	50638	k__Bacteria (UID1452)	90.91	1.82	0.0	52.3329	0.9995	0.0005
JAE015_013	JAE015	bin.13	True	False	True	True	425	class	0.03	0.06	1039661	42.4	95.78	2793	f__Lachnospiraceae (UID1286)	62.38	2.2	25.0	9.727	0.9989	0.0001
JAE015_014	JAE015	bin.14	True	False	True	True	244	family	0.49	1.77	737355	39.1	93.21	3096	k__Bacteria (UID203)	57.76	4.08	12.5	13.6637	0.9994	0.0004
JAE015_015	JAE015	bin.15	True	False	True	False	692	kingdom	0.0	0.0	2452770	73.9	87.23	3582	f__Actinomycetaceae (UID1531)	73.18	0.12	0.0	223.0514	0.9974	0.0055
JAE015_016	JAE015	bin.16	True	False	True	True	44	phylum	0.09	0.19	823968	48.1	91.0	27113	k__Bacteria (UID1452)	64.51	0.93	0.0	120.1716	0.9999	0.0004
JAE015_017	JAE015	bin.17	True	False	True	False	666	genus	0.34	0.92	1353670	56.8	90.85	2145	p__Firmicutes (UID1022)	68.39	3.99	63.64	20.4226	0.9991	0.0096
JAE015_018	JAE015	bin.18	True	False	True	False	555	order	0.03	0.05	2213191	72.1	86.18	4371	k__Bacteria (UID203)	58.24	0.0	0.0	24.8131	0.9991	0.006
JAE015_019	JAE015	bin.19	True	False	True	False	581	kingdom	0.0	0.0	983464	42.8	93.48	1717	g__Streptococcus (UID576)	55.72	3.21	37.04	13.8366	0.9983	0.0233
JAE015_020	JAE015	bin.20	True	True	True	True	60	genus	0.03	0.06	2150649	61.5	85.96	54772	f__Actinomycetaceae (UID1531)	99.76	2.17	14.29	18.574	0.999	0.0004
JAE015_021	JAE015	bin.21	True	True	True	True	256	family	0.03	0.05	2724693	61.2	83.22	17373	p__Actinobacteria (UID2112)	98.92	1.81	25.0	60.6991	0.9992	0.0049
JAE015_022	JAE015	bin.22	True	False	True	True	456	genus	0.34	1.12	1622157	55.9	90.32	4533	o__Clostridiales (UID1226)	82.48	2.43	60.0	9.2877	0.9972	0.0013
JAE015_023	JAE015	bin.23	True	True	True	True	97	kingdom	0.0	0.0	2536448	59.8	90.0	39941	c__Deltaproteobacteria (UID3217)	98.21	0.6	0.0	99.9335	0.9999	0.0002
JAE015_024	JAE015	bin.24	True	False	True	True	394	family	0.63	2.33	1647667	48.3	95.17	5146	p__Bacteroidetes (UID2605)	81.01	0.0	0.0	10.3855	0.9985	0.0002
JAE015_025	JAE015	bin.25	True	False	True	True	178	kingdom	0.0	0.0	947245	40.8	92.91	7443	o__Clostridiales (UID1120)	83.1	0.71	0.0	47.6369	0.9993	0.0037
JAE015_026	JAE015	bin.26	True	True	True	True	279	kingdom	0.0	0.0	2732203	48.2	90.95	12412	o__Bacteroidales (UID2621)	95.49	0.01	100.0	50.196	0.9998	0.0002
JAE015_027	JAE015	bin.27	True	False	True	True	389	kingdom	0.0	0.0	1038712	47.0	91.36	3046	o__Clostridiales (UID1120)	76.14	1.61	66.67	10.1679	0.9982	0.0023
JAE015_028	JAE015	bin.28	True	False	True	True	216	phylum	0.05	0.11	530503	34.5	94.23	2784	k__Bacteria (UID203)	51.19	0.0	0.0	20.7214	0.9992	0.0
JAE015_029	JAE015	bin.29	True	True	True	True	169	kingdom	0.0	0.0	2062025	48.4	90.54	16271	o__Bacteroidales (UID2657)	92.3	0.37	0.0	88.6713	0.999	0.0013
JAE015_030	JAE015	bin.30	True	True	False	True	216	family	0.16	0.38	2281950	61.5	88.73	16637	c__Deltaproteobacteria (UID3217)	97.02	0.65	66.67	11.5522	0.9991	0.0003
JAE015_031	JAE015	bin.31	True	True	True	True	34	family	0.02	0.05	2133530	64.4	87.31	81749	p__Actinobacteria (UID2112)	99.19	0.07	100.0	44.695	0.9995	0.0004
JAE015_032	JAE015	bin.32	False	False	True	False	695	kingdom	0.0	0.0	1157941	53.9	88.04	1690	k__Bacteria (UID203)	28.68	0.0	0.0	8.9317	0.9971	0.007
JAE015_033	JAE015	bin.33	True	False	False	True	393	phylum	0.3	0.73	733367	47.3	95.47	1942	k__Bacteria (UID2495)	56.88	3.48	50.0	6.2188	0.9969	0.0009
JAE015_035	JAE015	bin.35	True	False	False	True	746	genus	0.04	0.08	1454473	61.8	89.12	2016	c__Deltaproteobacteria (UID3218)	60.03	0.02	0.0	6.4344	0.9964	0.0014
JAE016_001	JAE016	bin.1	True	False	True	False	71	family	0.04	0.08	848034	49.7	90.54	30220	k__Bacteria (UID1452)	64.51	2.31	66.67	54.5565	0.9996	0.0054
JAE016_003	JAE016	bin.3	True	True	True	True	141	kingdom	0.0	0.0	1977755	49.1	86.94	18224	f__Porphyromonadaceae (UID2622)	99.61	0.16	0.0	30.953	0.9999	0.0002
JAE016_004	JAE016	bin.4	True	True	True	True	314	order	0.07	0.15	2461297	60.3	87.8	11340	c__Gammaproteobacteria (UID4201)	93.27	0.88	0.0	15.8101	0.9994	0.002
JAE016_005	JAE016	bin.5	True	False	True	True	108	family	0.63	2.35	1872715	47.5	93.79	22694	p__Bacteroidetes (UID2605)	89.67	0.0	0.0	29.1083	0.9998	0.0001
JAE016_006	JAE016	bin.6	True	True	True	True	47	family	0.35	1.22	1594328	49.5	91.04	44889	o__Clostridiales (UID1120)	96.45	0.71	0.0	43.164	0.9996	0.0001
JAE016_007	JAE016	bin.7	True	True	True	False	123	kingdom	0.0	0.0	2724965	55.6	89.95	27455	k__Bacteria (UID1452)	90.91	3.03	25.0	85.5983	0.9987	0.0055
JAE016_008	JAE016	bin.8	True	True	True	True	72	genus	0.04	0.08	2415240	60.2	90.7	57765	c__Deltaproteobacteria (UID3218)	98.82	0.0	0.0	18.9532	0.9998	0.0001
JAE016_009	JAE016	bin.9	True	False	True	True	194	genus	0.32	1.06	704140	38.7	92.87	3903	o__Clostridiales (UID1120)	66.09	1.65	0.0	13.6769	0.9989	0.0002
JAE016_010	JAE016	bin.10	True	False	True	True	510	kingdom	0.0	0.0	1327589	40.1	92.92	2957	o__Clostridiales (UID1226)	82.69	0.53	0.0	14.1299	0.9989	0.0002
JAE016_011	JAE016	bin.11	True	True	True	True	157	kingdom	0.0	0.0	2078705	52.9	88.68	20717	o__Clostridiales (UID1120)	98.65	0.7	0.0	14.3276	0.9994	0.0001
JAE016_012	JAE016	bin.12	True	False	True	False	390	kingdom	0.0	0.0	1719799	59.0	90.8	4862	p__Firmicutes (UID1022)	79.1	3.96	75.0	12.4145	0.9988	0.0106
JAE016_013	JAE016	bin.13	True	False	True	True	247	kingdom	0.0	0.0	3349091	72.0	85.94	19591	f__Actinomycetaceae (UID1531)	85.47	1.29	60.0	80.3069	0.9994	0.0017
JAE016_014	JAE016	bin.14	True	True	True	True	147	genus	0.04	0.09	2582641	56.9	83.72	18557	o__Bacteroidales (UID2621)	96.36	0.19	0.0	33.7024	0.9968	0.0007
JAE016_015	JAE016	bin.15	True	False	True	True	525	genus	0.6	2.78	1126406	57.9	90.97	2273	o__Clostridiales (UID1120)	61.56	1.65	0.0	5.8024	0.9969	0.0001
JAE016_016	JAE016	bin.16	True	False	True	False	100	order	0.02	0.05	573368	51.8	92.93	6866	k__Bacteria (UID203)	70.69	0.0	0.0	23.0349	0.9998	0.0084
JAE016_017	JAE016	bin.17	True	True	True	False	111	order	0.19	0.45	2186852	63.8	88.56	53889	k__Bacteria (UID209)	95.76	0.0	0.0	152.4861	0.9994	0.0074
JAE016_018	JAE016	bin.18	True	False	True	True	33	class	0.19	0.5	709968	50.7	88.66	28308	k__Bacteria (UID1453)	56.13	0.85	0.0	31.4042	0.9996	0.0001
JAE016_019	JAE016	bin.19	True	True	True	True	170	kingdom	0.0	0.0	1369915	46.4	89.1	11438	o__Clostridiales (UID1120)	95.39	0.0	0.0	15.2824	0.9995	0.0006
JAE016_020	JAE016	bin.20	True	True	False	True	133	genus	0.05	0.12	2890508	47.9	90.65	34240	o__Bacteroidales (UID2621)	97.76	0.0	0.0	106.9452	0.9998	0.0004
JAE016_021	JAE016	bin.21	True	False	True	True	287	family	0.64	2.58	923559	44.0	92.61	3414	o__Clostridiales (UID1120)	68.84	0.26	50.0	7.026	0.9981	0.0002
JAE016_022	JAE016	bin.22	True	True	True	True	44	class	0.03	0.06	2816280	64.0	82.31	98885	o__Burkholderiales (UID4000)	99.0	0.47	0.0	68.4126	0.9996	0.0001
JAE016_023	JAE016	bin.23	True	False	True	True	253	class	0.02	0.05	1275018	43.3	89.62	5797	k__Bacteria (UID2569)	63.64	9.14	15.79	84.8773	0.9993	0.0028
JAE016_024	JAE016	bin.24	True	False	True	True	564	phylum	0.03	0.07	1039010	64.1	89.76	1868	p__Actinobacteria (UID2112)	50.91	4.66	30.77	5.4868	0.9966	0.0005
JAE016_025	JAE016	bin.25	True	False	True	True	76	class	0.05	0.11	732193	47.9	90.51	11627	k__Bacteria (UID1452)	57.64	9.35	14.29	19.1523	0.9996	0.0004
JAE016_026	JAE016	bin.26	True	False	True	True	11	class	0.07	0.15	734879	48.7	90.54	121212	k__Bacteria (UID1452)	62.65	0.93	0.0	301.3896	1.0	0.0001
JAE016_027	JAE016	bin.27	True	False	True	False	248	phylum	0.02	0.05	2065199	61.6	82.53	5885	p__Actinobacteria (UID2112)	89.11	0.4	0.0	76.1238	0.9926	0.0094
JAE016_028	JAE016	bin.28	True	False	True	True	676	kingdom	0.0	0.0	2819364	73.4	85.78	5228	f__Actinomycetaceae (UID1531)	77.95	2.29	37.5	271.2843	0.9989	0.0023
JAE016_029	JAE016	bin.29	True	False	True	False	338	family	0.05	0.1	1575736	55.7	90.87	5307	p__Firmicutes (UID1022)	84.4	1.67	50.0	19.5708	0.9995	0.0088
JAE016_030	JAE016	bin.30	True	True	True	True	122	kingdom	0.0	0.0	2734654	57.2	87.12	69002	o__Actinomycetales (UID1812)	95.97	0.29	100.0	21.7687	0.9998	0.0009
JAE016_031	JAE016	bin.31	True	True	True	False	291	kingdom	0.0	0.0	3248829	66.4	89.98	16094	o__Actinomycetales (UID1697)	94.94	2.4	33.33	32.7154	0.9995	0.0063
JAE016_032	JAE016	bin.32	True	False	True	True	414	kingdom	0.0	0.0	1770488	62.3	88.75	5242	p__Actinobacteria (UID2112)	87.6	0.0	0.0	7.9862	0.9978	0.0007
JAE016_033	JAE016	bin.33	False	False	False	True	524	genus	0.04	0.09	1102989	52.2	90.97	2192	k__Bacteria (UID203)	38.04	3.45	50.0	6.408	0.9973	0.0003
JAE016_034	JAE016	bin.34	True	True	True	True	85	genus	0.02	0.04	2214132	48.2	90.17	31881	o__Bacteroidales (UID2657)	94.61	0.37	0.0	49.8169	0.999	0.0001
JAE016_035	JAE016	bin.35	True	False	True	True	433	class	0.06	0.12	1487528	59.4	86.74	3706	c__Betaproteobacteria (UID3971)	73.61	0.71	40.0	8.6315	0.9975	0.002
JAE016_036	JAE016	bin.36	True	False	True	True	308	family	0.53	2.07	1023417	40.7	90.63	4114	o__Clostridiales (UID1120)	82.74	1.42	0.0	9.4898	0.9988	0.0001
JAE016_037	JAE016	bin.37	True	True	True	True	164	order	0.02	0.05	3141065	71.8	84.35	25033	f__Actinomycetaceae (UID1531)	93.01	2.3	71.43	87.7905	0.9989	0.0013
JAE016_038	JAE016	bin.38	True	True	True	True	87	genus	0.16	0.38	2340029	61.0	88.26	33277	c__Deltaproteobacteria (UID3217)	97.32	0.0	0.0	166.5342	0.9996	0.0004
JAE016_039	JAE016	bin.39	True	True	True	True	60	genus	0.22	0.57	1576182	46.5	88.78	33641	o__Clostridiales (UID1120)	95.04	0.35	0.0	37.5345	0.9996	0.0002
JAE016_040	JAE016	bin.40	True	True	True	True	410	kingdom	0.0	0.0	2180413	45.8	90.69	6993	f__Spirochaetaceae (UID2512)	95.54	0.0	0.0	12.1726	0.9988	0.0029
JAE016_041	JAE016	bin.41	True	True	True	False	193	order	0.2	0.48	1893830	64.7	88.04	10786	k__Bacteria (UID209)	98.31	0.62	0.0	84.5014	0.9981	0.0166
JAE016_042	JAE016	bin.42	True	False	True	True	837	genus	0.04	0.08	1647305	65.2	86.16	2015	p__Actinobacteria (UID1454)	54.25	0.42	0.0	5.7045	0.9966	0.0004
LIS001_001	LIS001	bin.1	True	False	True	True	197	family	0.58	2.35	1206054	42.6	88.47	7668	o__Clostridiales (UID1120)	86.68	0.71	100.0	22.4223	0.9995	0.0004
LIS001_002	LIS001	bin.2	True	False	True	True	328	genus	0.22	0.59	1238300	46.9	90.19	4285	o__Clostridiales (UID1120)	83.47	3.24	28.57	17.296	0.9993	0.0043
LIS001_003	LIS001	bin.3	True	False	True	False	259	kingdom	0.0	0.0	459703	41.1	93.08	1818	o__Clostridiales (UID1120)	50.07	1.42	50.0	11.1461	0.9987	0.0068
LIS002_001	LIS002	bin.1	False	False	True	True	966	kingdom	0.0	0.0	1632941	71.3	87.3	1665	f__Actinomycetaceae (UID1531)	49.83	3.99	27.27	30.8123	0.9982	0.0016
LIS002_002	LIS002	bin.2	True	False	True	True	209	family	0.6	2.33	1043709	42.9	88.61	6233	o__Clostridiales (UID1120)	84.45	2.63	42.86	29.4298	0.9994	0.0008
MOA001_001	MOA001	bin.1	True	True	True	True	48	phylum	0.02	0.04	2903583	55.0	90.68	122100	k__Bacteria (UID1452)	90.91	3.64	0.0	58.0347	0.9999	0.0001
MOA001_002	MOA001	bin.2	True	True	True	True	86	family	0.6	2.55	1337233	42.7	87.93	25415	o__Clostridiales (UID1120)	93.62	0.71	0.0	19.916	0.9996	0.001
MOA001_003	MOA001	bin.3	True	False	True	True	313	class	0.48	1.25	852640	32.0	93.58	3271	o__Clostridiales (UID1125)	75.73	1.22	0.0	12.438	0.9991	0.002
MOA001_004	MOA001	bin.4	True	True	True	True	207	genus	0.21	0.55	1563757	46.3	89.15	10115	o__Clostridiales (UID1120)	95.39	1.06	50.0	17.8469	0.9995	0.002
MOA001_005	MOA001	bin.5	True	False	True	False	880	kingdom	0.0	0.0	1552609	72.7	89.04	1815	f__Actinomycetaceae (UID1531)	63.9	1.38	50.0	14.4256	0.9984	0.0075
MOA001_006	MOA001	bin.6	True	False	True	True	582	kingdom	0.0	0.0	1071758	40.2	91.96	1884	o__Clostridiales (UID1226)	61.5	2.25	33.33	8.9304	0.9987	0.0024
MOA001_007	MOA001	bin.7	True	True	False	True	418	family	0.15	0.33	2114344	61.9	89.31	6621	c__Deltaproteobacteria (UID3217)	92.87	2.05	66.67	19.1372	0.9994	0.0032
OAK002_002	OAK002	bin.2	True	False	True	False	646	kingdom	0.0	0.0	1293384	57.1	85.48	2122	o__Actinomycetales (UID1530)	55.99	0.22	100.0	56.2169	0.9997	0.0082
OAK002_003	OAK002	bin.3	True	False	True	True	408	genus	0.05	0.1	2018597	60.0	87.64	6307	p__Actinobacteria (UID1454)	79.65	0.83	0.0	29.7293	0.9996	0.0006
OAK002_004	OAK002	bin.4	False	False	True	False	506	kingdom	0.0	0.0	943919	46.1	89.49	1962	o__Lactobacillales (UID355)	49.54	2.35	28.57	31.3189	0.9992	0.0087
OAK002_005	OAK002	bin.5	True	False	True	True	866	kingdom	0.0	0.0	1664850	61.6	90.71	2032	o__Actinomycetales (UID1530)	53.09	2.54	42.86	10.2459	0.9989	0.0023
OAK002_006	OAK002	bin.6	True	False	True	False	618	kingdom	0.0	0.0	1348571	43.3	90.3	2424	f__Pasteurellaceae (UID4932)	67.14	2.0	46.67	22.8009	0.9991	0.0065
OAK002_007	OAK002	bin.7	True	False	True	False	846	kingdom	0.0	0.0	2146280	57.1	90.79	2894	o__Actinomycetales (UID1809)	71.48	3.01	45.45	21.1137	0.999	0.0067
OAK002_008	OAK002	bin.8	True	True	True	True	144	kingdom	0.0	0.0	1884724	36.8	86.96	21394	o__Lactobacillales (UID544)	94.62	1.89	42.86	37.4322	0.9999	0.0006
OAK002_009	OAK002	bin.9	True	False	True	False	615	genus	0.5	2.29	1309928	36.9	93.21	2224	k__Bacteria (UID2565)	76.23	3.45	50.0	23.8748	0.999	0.0087
OAK003_001	OAK003	bin.1	True	True	True	True	318	kingdom	0.0	0.0	1697896	37.7	88.78	7981	o__Clostridiales (UID1120)	97.49	0.7	100.0	26.7597	0.9994	0.0013
OAK003_002	OAK003	bin.2	True	False	True	True	224	class	0.47	1.19	823790	32.0	93.03	4915	o__Clostridiales (UID1125)	71.92	0.3	100.0	60.4598	0.9994	0.0002
OAK003_003	OAK003	bin.3	True	False	False	False	640	order	0.17	0.38	1226152	64.1	88.82	1964	k__Bacteria (UID209)	57.26	5.08	75.0	40.1784	0.9993	0.0063
OAK003_004	OAK003	bin.4	True	True	True	True	127	kingdom	0.0	0.0	2606128	55.9	91.07	33785	k__Bacteria (UID1452)	91.31	2.73	0.0	28.7645	0.9998	0.0002
OAK003_005	OAK003	bin.5	True	False	True	False	137	phylum	0.07	0.16	479602	46.9	91.47	3812	k__Bacteria (UID203)	51.93	1.72	100.0	36.6402	0.9996	0.0091
OAK003_006	OAK003	bin.6	True	True	True	True	240	family	0.24	0.65	1450457	46.6	89.52	7685	o__Clostridiales (UID1120)	90.43	2.5	60.0	18.7077	0.9995	0.0018
OAK003_007	OAK003	bin.7	False	False	True	True	567	order	0.04	0.08	935367	56.4	85.81	1687	o__Burkholderiales (UID4000)	49.53	2.68	33.33	8.8523	0.9986	0.0037
OAK004_001	OAK004	bin.1	True	False	True	True	465	kingdom	0.0	0.0	2083910	61.4	90.36	5443	o__Actinomycetales (UID1530)	87.01	2.37	40.0	19.2069	0.9993	0.0034
OAK004_002	OAK004	bin.2	True	False	True	False	600	order	0.03	0.05	1585151	66.9	91.45	2682	o__Actinomycetales (UID1697)	50.24	1.75	25.0	23.2131	0.9992	0.0053
OAK004_003	OAK004	bin.3	False	False	True	False	660	kingdom	0.0	0.0	1008772	65.2	88.49	1514	p__Actinobacteria (UID1454)	49.16	1.39	33.33	12.554	0.9982	0.006
OAK005_001	OAK005	bin.1	True	False	False	True	108	family	0.03	0.06	748153	51.2	91.75	9230	k__Bacteria (UID1453)	61.25	1.04	0.0	22.432	0.9998	0.0002
OAK005_002	OAK005	bin.2	True	False	True	True	724	kingdom	0.0	0.0	1858168	36.4	90.06	2967	o__Clostridiales (UID1226)	80.49	1.49	25.0	15.6871	0.9992	0.0025
OAK005_003	OAK005	bin.3	True	False	True	True	522	kingdom	0.0	0.0	1407973	39.9	92.07	3244	o__Clostridiales (UID1226)	82.27	0.32	0.0	12.3809	0.9993	0.0004
OAK005_004	OAK005	bin.4	True	False	True	False	646	order	0.03	0.07	1198217	44.4	90.79	1906	k__Bacteria (UID2569)	69.27	2.47	50.0	18.3031	0.9985	0.0079
OAK005_005	OAK005	bin.5	True	False	True	False	362	class	0.06	0.12	1159297	56.4	85.68	3478	o__Burkholderiales (UID4000)	59.86	0.64	66.67	19.4041	0.9992	0.008
OAK005_006	OAK005	bin.6	False	False	True	True	170	genus	0.03	0.06	622491	47.0	91.87	4728	k__Bacteria (UID1453)	43.38	0.85	100.0	161.8785	0.9999	0.0016
OAK005_007	OAK005	bin.7	True	False	False	True	660	order	0.15	0.33	1526935	64.4	88.94	2571	k__Bacteria (UID209)	72.65	0.15	100.0	32.1642	0.9992	0.0049
OAK005_008	OAK005	bin.8	True	True	False	True	336	family	0.15	0.35	2077681	61.7	89.23	7661	c__Deltaproteobacteria (UID3217)	92.99	2.38	100.0	19.8418	0.9994	0.0003
OAK005_009	OAK005	bin.9	True	False	True	False	866	family	0.04	0.09	1807450	61.4	87.05	2270	p__Actinobacteria (UID2112)	70.44	1.85	33.33	80.9471	0.9999	0.01
OAK005_010	OAK005	bin.10	False	False	True	False	789	order	0.02	0.05	1344131	66.8	91.93	1669	o__Actinomycetales (UID1697)	46.51	1.48	60.0	37.9724	0.9993	0.0101
OAK005_011	OAK005	bin.11	False	False	True	False	187	genus	0.45	0.98	476144	48.1	92.28	2786	k__Bacteria (UID1453)	39.92	0.19	50.0	33.3539	0.9994	0.0099
OFN001_001	OFN001	bin.1	True	True	True	True	57	genus	0.42	1.71	1364210	38.6	91.11	33165	o__Clostridiales (UID1120)	95.39	2.72	20.0	52.8269	0.9998	0.0019
OFN001_002	OFN001	bin.2	True	True	True	True	29	family	0.61	2.68	1353547	42.9	87.91	104065	o__Clostridiales (UID1120)	94.33	0.0	0.0	43.8639	1.0	0.0001
OFN001_003	OFN001	bin.3	True	True	True	True	572	kingdom	0.0	0.0	1751377	31.7	90.9	3664	p__Euryarchaeota (UID3)	92.87	0.0	0.0	15.6947	0.9992	0.0002
OFN001_004	OFN001	bin.4	True	False	True	True	105	phylum	0.04	0.07	2516318	55.8	90.63	35222	k__Bacteria (UID1452)	86.67	2.73	0.0	134.8281	1.0	0.0032
OFN001_005	OFN001	bin.5	True	False	True	True	803	kingdom	0.0	0.0	1931624	60.8	90.9	2832	c__Deltaproteobacteria (UID3217)	73.76	3.49	62.5	14.5858	0.9986	0.0005
OFN001_006	OFN001	bin.6	True	False	True	True	171	genus	0.03	0.07	695074	33.7	91.84	4928	k__Bacteria (UID203)	72.65	0.0	0.0	11.6408	0.9992	0.0003
OFN001_007	OFN001	bin.7	True	False	True	True	607	kingdom	0.0	0.0	2179321	73.7	88.39	4143	f__Actinomycetaceae (UID1531)	70.57	3.04	92.31	215.4317	0.9999	0.0039
OFN001_008	OFN001	bin.8	True	False	True	True	56	class	0.48	1.23	931415	31.2	92.02	27910	o__Clostridiales (UID1125)	86.28	0.61	0.0	135.7733	0.9997	0.0002
OFN001_009	OFN001	bin.9	True	False	False	False	146	family	0.03	0.06	996756	38.1	88.93	8465	o__Clostridiales (UID1125)	56.57	1.24	50.0	37.3986	0.9995	0.0091
OFN001_010	OFN001	bin.10	True	False	True	True	407	kingdom	0.0	0.0	2692145	70.4	87.14	7911	f__Actinomycetaceae (UID1531)	80.74	4.37	38.46	152.1387	0.9999	0.0031
